nom_estab,scian_6dig,scian_rama,es_prioritario,score_fit_base,score_estrato,score_pob,score_volumen,es_farmacia,es_retail_moderno,score_margen,distancia_centro_m,score_accesibilidad,es_competencia,score_competencia,perfil_cliente,score_fit,tiene_telefono,tiene_correo,tiene_web,score_contactabilidad,score_antiguedad,score_total_raw,score_total,decil_prioridad,nombre,lon,lat
PUESTO VIÑEDOS,462112,4621,True,8,2,5,2.9,False,True,8,2463890.2480838336,0.26504455374699365,False,10.0,C,8,False,False,False,2,5,4.883008910749399,98.03158256635301,D1,PUESTO VIÑEDOS,-111.50788011,28.85144525000002
PUESTO CAHUAYAXI 2,462112,4621,True,8,2,5,2.9,False,True,8,2463893.1099222554,0.26503324647811133,False,10.0,C,8,False,False,False,2,5,4.883006649295623,98.03138108941116,D1,PUESTO CAHUAYAXI 2,-111.50610048000001,28.85034252
PUESTO SIN NOMBRE,462112,4621,True,8,2,5,2.9,False,True,8,2463931.388855729,0.2648820044687794,False,10.0,C,8,False,False,False,2,5,4.882976400893756,98.02868620545307,D1,PUESTO SIN NOMBRE,-111.50235366,28.84837982
PUESTO ULISES,462112,4621,True,8,2,5,2.9,False,True,8,2463948.045184971,0.26481619446640847,False,10.0,C,8,False,False,False,2,5,4.882963238893281,98.02751357940522,D1,PUESTO ULISES,-111.49159969,28.841700940000027
PUESTO POLET,462112,4621,True,8,2,5,2.9,False,True,8,2463984.176535488,0.2646734376663551,False,10.0,C,8,False,False,False,2,5,4.882934687533271,98.02496988792649,D1,PUESTO POLET,-111.48510889,28.837956510000012
SUPER DOBA,462112,4621,True,8,2,5,2.9,False,True,8,2463985.829869073,0.26466690526143255,False,10.0,C,8,False,False,False,2,5,4.882933381052287,98.02485349121038,D1,SUPER DOBA,-111.50356862,28.84976205
PUESTO SAN JUDAS,462112,4621,True,8,2,5,2.9,False,True,8,2464060.800166091,0.26437069381214817,False,10.0,C,8,False,False,False,2,5,4.882874138762429,98.0195754901682,D1,PUESTO SAN JUDAS,-111.50318079,28.85035091
PUESTO GUADALUPE TILAPA,462112,4621,True,8,2,5,2.9,False,True,8,2464067.2852521073,0.2643450709080908,False,10.0,C,8,False,False,False,2,5,4.882869014181618,98.01911893214303,D1,PUESTO GUADALUPE TILAPA,-111.50216069,28.849772590000033
PUESTO ELEAZAR,462112,4621,True,8,2,5,2.9,False,True,8,2464094.3191709234,0.2642382585225078,False,10.0,C,8,False,False,False,2,5,4.882847651704501,98.01721571103597,D1,PUESTO ELEAZAR,-111.50392362,28.85119852
SUPER SALGADO,462112,4621,True,8,2,5,2.9,False,True,8,2464136.0234907633,0.26407348263775665,False,10.0,C,8,False,False,False,2,5,4.882814696527551,98.01427967566823,D1,SUPER SALGADO,-111.4847921,28.83944899
PUESTO SIX,462112,4621,True,8,2,5,2.9,False,True,8,2464227.259303197,0.263713005311369,False,10.0,C,8,False,False,False,2,5,4.882742601062273,98.00785656235192,D1,PUESTO SIX,-111.48413413,28.84004681
PUESTO OSORIO,462112,4621,True,8,2,5,2.9,False,True,8,2464227.7771852547,0.26371095913306775,False,10.0,C,8,False,False,False,2,5,4.882742191826614,98.00782010281867,D1,PUESTO OSORIO,-111.50004279,28.85021178
PUESTO GEMINIS,462112,4621,True,8,2,5,2.9,False,True,8,2464259.0650961637,0.2635873390087784,False,10.0,C,8,False,False,False,2,5,4.882717467801755,98.00561739544047,D1,PUESTO GEMINIS,-111.49210098,28.84549181000004
COMERCIO AL POR MENOR EN MINISUPERS SIN NOMBRE,462112,4621,True,8,2,5,2.9,False,True,8,2464295.630478642,0.2634428673264144,False,10.0,C,8,False,False,False,2,5,4.882688573465283,98.00304314757837,D1,COMERCIO AL POR MENOR EN MINISUPERS SIN NOMBRE,-111.48296308,28.84006141
PUESTO CINTHIA,462112,4621,True,8,2,5,2.9,False,True,8,2464304.150027771,0.2634092061553217,False,10.0,C,8,False,False,False,2,5,4.882681841231064,98.00244336084984,D1,PUESTO CINTHIA,-111.48454778000001,28.84116948
PUESTO VALERIA,462112,4621,True,8,2,5,2.9,False,True,8,2464316.1399882482,0.2633618332128218,False,10.0,C,8,False,False,False,2,5,4.882672366642564,98.00159925289756,D1,PUESTO VALERIA,-111.48320986,28.84044811
MI BODEGA MIGUEL ALEMAN LA DOCE 2924,462111,4621,True,8,2,5,2.9,False,True,8,2464317.0676070135,0.26335816814399116,False,10.0,C,8,False,False,False,2,5,4.8826716336287985,98.00153394739661,D1,MI BODEGA MIGUEL ALEMAN LA DOCE 2924,-111.48172598,28.8395098
PUESTO KEISI,462112,4621,True,8,2,5,2.9,False,True,8,2464341.024123429,0.2632635147315132,False,10.0,C,8,False,False,False,2,5,4.882652702946303,97.99984737920047,D1,PUESTO KEISI,-111.48503397,28.84189180000001
PUESTO GUILLE,462112,4621,True,8,2,5,2.9,False,True,8,2464352.942950047,0.2632164228425016,False,10.0,C,8,False,False,False,2,5,4.882643284568501,97.99900827915936,D1,PUESTO GUILLE,-111.4833483,28.84094741999997
PUESTO SIN NOMBRE,462112,4621,True,8,2,5,2.9,False,True,8,2464383.516271495,0.2630956260974482,False,10.0,C,8,False,False,False,2,5,4.882619125219489,97.99685587975733,D1,PUESTO SIN NOMBRE,-111.4880738,28.84430841000001
ABARREY MIGUEL ALEMAN REF 3083,462111,4621,True,8,2,5,2.9,False,True,8,2464403.3464200464,0.2630172761738703,False,10.0,C,8,False,False,False,2,5,4.882603455234775,97.99545981292988,D1,ABARREY MIGUEL ALEMAN REF 3083,-111.48107948,28.8400596
OXXO SUC 50DXP POBLADO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2464404.7821326912,0.26301160360032827,False,10.0,C,8,False,False,False,2,5,4.882602320720065,97.9953587369952,D1,OXXO SUC 50DXP POBLADO HMO,-111.49244632,28.847338280000024
PUESTO LILIANA,462112,4621,True,8,2,5,2.9,False,True,8,2464412.47610742,0.262981204315601,False,10.0,C,8,False,False,False,2,5,4.88259624086312,97.9948170717191,D1,PUESTO LILIANA,-111.48268822,28.841190010000023
PUESTO YOMI,462112,4621,True,8,2,5,2.9,False,True,8,2464499.889611187,0.2626358291247888,False,10.0,C,8,False,False,False,2,5,4.882527165824958,97.98866305363023,D1,PUESTO YOMI,-111.48495807000002,28.843616469999983
PUESTO TOÑITO,462112,4621,True,8,2,5,2.9,False,True,8,2464500.483168533,0.2626334839495825,False,10.0,C,8,False,False,False,2,5,4.882526696789916,97.98862126646355,D1,PUESTO TOÑITO,-111.48605993000001,28.844327170000042
LA TAPATIA,462112,4621,True,8,2,5,2.9,False,True,8,2464518.511564725,0.26256225284104096,False,10.0,C,8,False,False,False,2,5,4.882512450568208,97.98735204521633,D1,LA TAPATIA,-111.47874246,28.83985087
PUESTO ANDREA,462112,4621,True,8,2,5,2.9,False,True,8,2464547.7294828347,0.26244681136338155,False,10.0,C,8,False,False,False,2,5,4.882489362272676,97.98529506787513,D1,PUESTO ANDREA,-111.48036659,28.84121559
PUESTO SIN NOMBRE,462112,4621,True,8,2,5,2.9,False,True,8,2464599.9996798267,0.26224028916164044,False,10.0,C,8,False,False,False,2,5,4.882448057832328,97.98161518177135,D1,PUESTO SIN NOMBRE,-111.47925193,28.84108639000003
PUESTO CONSUELO,462112,4621,True,8,2,5,2.9,False,True,8,2464635.303513197,0.26210080192384133,False,10.0,C,8,False,False,False,2,5,4.882420160384768,97.97912974851664,D1,PUESTO CONSUELO,-111.48166429,28.843022789999967
EXPENDIO LAS HELADAS,462112,4621,True,8,2,5,2.9,False,True,8,2464652.193214823,0.26203406985533473,False,10.0,C,8,False,False,False,2,5,4.882406813971067,97.9779406927662,D1,EXPENDIO LAS HELADAS,-111.4791177,28.84158323
OXXO SUC 50MYK MIGUEL ALEMAN HMO,462112,4621,True,8,2,5,2.9,False,True,8,2464675.998118802,0.2619400154712903,False,10.0,C,8,False,False,False,2,5,4.882388003094259,97.97626479827196,D1,OXXO SUC 50MYK MIGUEL ALEMAN HMO,-111.47553653,28.83955863
OXXO SUC 508E6 NOGAL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2464684.4903721297,0.2619064621472944,False,10.0,C,8,False,False,False,2,5,4.882381292429459,97.97566693320138,D1,OXXO SUC 508E6 NOGAL HMO,-111.47538826,28.839558599999982
OXXO SUC 50NBW NICOLAS BRAVO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2464696.857320828,0.2618575997051964,False,10.0,C,8,False,False,False,2,5,4.88237151994104,97.97479628481513,D1,OXXO SUC 50NBW NICOLAS BRAVO HMO,-111.48457464,28.845569840000024
OXXO SUC 50EIA ARVIZU HMO,462112,4621,True,8,2,5,2.9,False,True,8,2464720.8045945065,0.2617629828112411,False,10.0,C,8,False,False,False,2,5,4.8823525965622485,97.97311036731901,D1,OXXO SUC 50EIA ARVIZU HMO,-111.47926377000002,28.84244257000002
PUESTO SIN NOMBRE,462112,4621,True,8,2,5,2.9,False,True,8,2464727.888246227,0.2617349949437009,False,10.0,C,8,False,False,False,2,5,4.88234699898874,97.97261166953261,D1,PUESTO SIN NOMBRE,-111.4772745,28.84124959999997
VICENTE GUERRERO,462112,4621,True,8,2,5,2.9,False,True,8,2464729.8079572977,0.2617274100678091,False,10.0,C,8,False,False,False,2,5,4.882345482013561,97.97247651951407,D1,VICENTE GUERRERO,-111.48479311,28.84607719000001
PUESTO KITO,462112,4621,True,8,2,5,2.9,False,True,8,2464738.966992776,0.26169122225368935,False,10.0,C,8,False,False,False,2,5,4.882338244450739,97.97183171216086,D1,PUESTO KITO,-111.48385092,28.84557738
PUESTO ADRIANA,462112,4621,True,8,2,5,2.9,False,True,8,2464910.9614676926,0.26101166335222525,False,10.0,C,8,False,False,False,2,5,4.8822023326704445,97.95972308976016,D1,PUESTO ADRIANA,-111.47928463,28.844578650000017
PUESTO ARTEMIO,462112,4621,True,8,2,5,2.9,False,True,8,2465078.272110481,0.260350610509269,False,10.0,C,8,False,False,False,2,5,4.882070122101854,97.94794421489749,D1,PUESTO ARTEMIO,-111.47974335,28.84673949000004
LA PASADITA,462112,4621,True,8,2,5,2.9,False,True,8,2465097.6360142003,0.26027410274269136,False,10.0,C,8,False,False,False,2,5,4.882054820548539,97.94658097227911,D1,LA PASADITA,-111.46868978000002,28.83988574000001
PUESTO DOÑA CHAYO,462112,4621,True,8,2,5,2.9,False,True,8,2465183.066449976,0.2599365627541794,False,10.0,C,8,False,False,False,2,5,4.881987312550836,97.94056656461383,D1,PUESTO DOÑA CHAYO,-111.47777083,28.846648370000022
PUESTO 4.20,462112,4621,True,8,2,5,2.9,False,True,8,2465461.213705634,0.2588375888273031,False,10.0,C,8,False,False,False,2,5,4.881767517765461,97.92098465599636,D1,PUESTO 4.20,-111.46478685,28.84144778000001
PUESTO JULIANA,462112,4621,True,8,2,5,2.9,False,True,8,2465527.7793015186,0.2585745847788512,False,10.0,C,8,False,False,False,2,5,4.88171491695577,97.91629835624265,D1,PUESTO JULIANA,-111.46439195000002,28.84193839
OXXO SUC 50BYP VERGEL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2507404.5641395696,0.09311728206506609,False,10.0,C,8,False,False,False,2,5,4.848623456413013,94.9681212406707,D1,OXXO SUC 50BYP VERGEL HMO,-111.08847131,29.06843368000002
OXXO SUC 50IHP HACIENDAS DEL SUR HMO,462112,4621,True,8,2,5,2.9,False,True,8,2507975.0629939768,0.09086321213069626,False,10.0,C,8,False,False,False,2,5,4.84817264242614,94.92795742022638,D1,OXXO SUC 50IHP HACIENDAS DEL SUR HMO,-110.96832562,28.996170080000027
ABARREY HACIENDAS DEL SUR 3081,462111,4621,True,8,2,5,2.9,False,True,8,2508015.0244829124,0.09070532225932015,False,10.0,C,8,False,False,False,2,5,4.848141064451863,94.92514408229596,D1,ABARREY HACIENDAS DEL SUR 3081,-110.96803444,28.99642916000004
OXXO SUC 502BD SEIKO MXL,462112,4621,True,8,2,5,2.9,False,True,8,2508019.409018089,0.0906879987382625,False,10.0,C,8,False,False,False,2,5,4.848137599747653,94.9248354056314,D1,OXXO SUC 502BD SEIKO MXL,-110.9837384,29.006827339999973
FRUTERIA MARY,462112,4621,True,8,2,5,2.9,False,True,8,2508138.2726623234,0.09021836244593961,False,10.0,C,8,False,False,False,2,5,4.8480436724891875,94.91646725900402,D1,FRUTERIA MARY,-110.96559962,28.996214409999986
MINI SUPER 23,462112,4621,True,8,2,5,2.9,False,True,8,2508252.4003789634,0.08976743804395504,False,10.0,C,8,False,False,False,2,5,4.847953487608791,94.90843252749944,D1,MINI SUPER 23,-110.96581851,28.99764734
MINI SUPER QUINTA ESMERALDA,462112,4621,True,8,2,5,2.9,False,True,8,2508419.010564489,0.08910915274320197,False,10.0,C,8,False,False,False,2,5,4.84782183054864,94.89670296568882,D1,MINI SUPER QUINTA ESMERALDA,-110.98030429,29.009074739999964
BODEGA DE ABARROTES HERMOSILLO 4242 6239,462111,4621,True,8,2,5,2.9,False,True,8,2508465.696350001,0.08892469483470333,False,10.0,C,8,False,False,False,2,5,4.847784938966941,94.89341622901604,D1,BODEGA DE ABARROTES HERMOSILLO 4242 6239,-111.07971932,29.074662549999967
PUESTO DON BARBA,462112,4621,True,8,2,5,2.9,False,True,8,2508755.1672819406,0.08778098048800698,False,10.0,C,8,False,False,False,2,5,4.847556196097602,94.87303711967256,D1,PUESTO DON BARBA,-110.95793794,28.99812396000001
OXXO SUC 50CYX QUINTAS DEL SOL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2508763.2035837285,0.0877492286516901,False,10.0,C,8,False,False,False,2,5,4.847549845730338,94.87247135415069,D1,OXXO SUC 50CYX QUINTAS DEL SOL HMO,-110.97750162,29.01111271
ABARREY QUINTA DEL SOL REF 3032,462111,4621,True,8,2,5,2.9,False,True,8,2508765.392898324,0.08774057855858608,False,10.0,C,8,False,False,False,2,5,4.847548115711717,94.8723172237127,D1,ABARREY QUINTA DEL SOL REF 3032,-110.97750552,29.01113998
OXXO SUC 50UWQ SANTA CLARA CEN,462112,4621,True,8,2,5,2.9,False,True,8,2508860.914228753,0.08736316893304785,False,10.0,C,8,False,False,False,2,5,4.84747263378661,94.86559240466296,D1,OXXO SUC 50UWQ SANTA CLARA CEN,-110.98287625,29.01575292
OXXO SUC 50VIW VILLAS DEL SUR HMO,462112,4621,True,8,2,5,2.9,False,True,8,2509003.1684935126,0.08680111511163768,False,10.0,C,8,False,False,False,2,5,4.847360223022327,94.85557752960557,D1,OXXO SUC 50VIW VILLAS DEL SUR HMO,-110.98141993,29.01639925999999
SUPER LEY EXPRESS AGAVE 1283,462111,4621,True,8,2,5,2.9,False,True,8,2509566.0577360764,0.08457711113995292,False,10.0,C,8,False,False,False,2,5,4.846915422227991,94.81594943518664,D1,SUPER LEY EXPRESS AGAVE 1283,-110.97211698000001,29.01662552
ABARREY VILLA CAMPESTRE REF 3068,462111,4621,True,8,2,5,2.9,False,True,8,2509874.0776094724,0.08336010898395085,False,10.0,C,8,False,False,False,2,5,4.846672021796791,94.79426445756958,D1,ABARREY VILLA CAMPESTRE REF 3068,-111.02495529,29.05477743
OXXO SUC 50UWS TOPOGRAFOS HMO,462112,4621,True,8,2,5,2.9,False,True,8,2509957.0523894927,0.08303227141598701,False,10.0,C,8,False,False,False,2,5,4.846606454283198,94.78842293108725,D1,OXXO SUC 50UWS TOPOGRAFOS HMO,-110.94340593,29.002101880000026
OXXO SUC 50HBB DEL PRADO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510059.709172722,0.08262666925421547,False,10.0,C,8,False,False,False,2,5,4.846525333850843,94.78119576739147,D1,OXXO SUC 50HBB DEL PRADO HMO,-111.02297046,29.05556867
OXXO SUC 50VJT CAMPESTRE HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510060.620549612,0.0826230683578566,False,10.0,C,8,False,False,False,2,5,4.846524613671572,94.78113160533846,D1,OXXO SUC 50VJT CAMPESTRE HMO,-111.02295892,29.05557138
ABARREY RANCHO GRANDE REF 3010,462111,4621,True,8,2,5,2.9,False,True,8,2510088.3894990413,0.08251335182900998,False,10.0,C,8,False,False,False,2,5,4.846502670365802,94.77917663717297,D1,ABARREY RANCHO GRANDE REF 3010,-110.94590440000002,29.005235690000013
OXXO SUC 50UOU POTREROS HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510108.419595578,0.08243421190079148,False,10.0,C,8,False,False,False,2,5,4.846486842380158,94.77776649376149,D1,OXXO SUC 50UOU POTREROS HMO,-110.94589645,29.00545667
OXXO SUC 50LSD AMANECER HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510147.485663368,0.08227985988381703,False,10.0,C,8,False,False,False,2,5,4.846455971976764,94.77501619458026,D1,OXXO SUC 50LSD AMANECER HMO,-110.98586393,29.032226989999984
SUPER JIREH,462112,4621,True,8,2,5,2.9,False,True,8,2510205.013643836,0.0820525639126568,False,10.0,C,8,False,False,False,2,5,4.846410512782531,94.77096615405827,D1,SUPER JIREH,-110.96603906,29.019832319999963
SUPER LA FAMA,462112,4621,True,8,2,5,2.9,False,True,8,2510247.1461471333,0.08188609625332965,False,10.0,C,8,False,False,False,2,5,4.846377219250666,94.76799997404898,D1,SUPER LA FAMA,-110.98288186,29.031390750000018
OXXO SUC 507ZG NUEVA ESPERANZA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510368.028415805,0.08140848427338199,False,10.0,C,8,False,False,False,2,5,4.8462816968546765,94.75948971378057,D1,OXXO SUC 507ZG NUEVA ESPERANZA HMO,-110.99046809,29.037737890000013
MINISUPER M,462112,4621,True,8,2,5,2.9,False,True,8,2510384.5356892617,0.0813432631979849,False,10.0,C,8,False,False,False,2,5,4.846268652639597,94.75832758144317,D1,MINISUPER M,-110.94785209,29.00986622000001
OXXO SUC 504AU PIRUL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510426.025432177,0.08117933511755715,False,10.0,C,8,False,False,False,2,5,4.846235867023512,94.75540665255467,D1,OXXO SUC 504AU PIRUL HMO,-110.97673687,29.029367400000034
OXXO SUC 5075V ADELINA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510429.49268052,0.08116563584334324,False,10.0,C,8,False,False,False,2,5,4.846233127168669,94.75516255401038,D1,OXXO SUC 5075V ADELINA HMO,-111.00182458000002,29.04588286
MINISUPER ARMA TU DESPENSA,462112,4621,True,8,2,5,2.9,False,True,8,2510445.414488997,0.08110272796980178,False,10.0,C,8,False,False,False,2,5,4.846220545593961,94.75404163912707,D1,MINISUPER ARMA TU DESPENSA,-110.93464976,29.00183225
OXXO SUC 50MDM REAL DE MINAS HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510457.9050432635,0.0810533771558275,False,10.0,C,8,False,False,False,2,5,4.846210675431165,94.75316228875681,D1,OXXO SUC 50MDM REAL DE MINAS HMO,-110.99850908,29.04402844999998
OXXO SUC 50NZN MANZANARES HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510468.4850396346,0.08101157505308598,False,10.0,C,8,False,False,False,2,5,4.8462023150106175,94.75241744401042,D1,OXXO SUC 50NZN MANZANARES HMO,-111.009558,29.0513908
OXXO SUC 50RVI RANCHO VIEJO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510495.4877035497,0.0809048861572037,False,10.0,C,8,False,False,False,2,5,4.84618097723144,94.75051642328677,D1,OXXO SUC 50RVI RANCHO VIEJO HMO,-110.94365658,29.008349229999986
OXXO SUC 50ESV ESTACION 26 HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510507.8178657023,0.08085616906061466,False,10.0,C,8,False,False,False,2,5,4.846171233812123,94.74964836471852,D1,OXXO SUC 50ESV ESTACION 26 HMO,-110.99469894,29.042090939999987
SUC. 4255 OASIS SANTA FE,462112,4621,True,8,2,5,2.9,False,True,8,2510603.2535999594,0.08047909762989858,False,10.0,C,8,False,False,False,2,5,4.8460958195259805,94.74292957174461,D1,SUC. 4255 OASIS SANTA FE,-111.00464776,29.04969125999997
MINISUPER CASA LINDA,462112,4621,True,8,2,5,2.9,False,True,8,2510727.5663786856,0.07998793153057959,False,10.0,C,8,False,False,False,2,5,4.845997586306116,94.73417779935251,D1,MINISUPER CASA LINDA,-110.96510331,29.02511248
OXXO SUC 50W1W HECTOR ESPINO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510755.3399508214,0.07987819673718421,False,10.0,C,8,False,False,False,2,5,4.845975639347437,94.73222250574284,D1,OXXO SUC 50W1W HECTOR ESPINO HMO,-111.04971135,29.08085662
OXXO SUC 50X6D ALEGRANZA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510762.939418532,0.07984817085448292,False,10.0,C,8,False,False,False,2,5,4.845969634170896,94.73168749387688,D1,OXXO SUC 50X6D ALEGRANZA HMO,-111.01315956,29.057065469999984
OXXO SUC 50XJC MALLORCA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510787.306189388,0.0797518965058841,False,10.0,C,8,False,False,False,2,5,4.8459503793011764,94.72997204326391,D1,OXXO SUC 50XJC MALLORCA HMO,-110.93839548,29.00817035
ABARREY REAL DEL CARMEN REF 3063,462111,4621,True,8,2,5,2.9,False,True,8,2510866.4210329517,0.07943930974280478,False,10.0,C,8,False,False,False,2,5,4.845887861948561,94.7244022610517,D1,ABARREY REAL DEL CARMEN REF 3063,-111.00500912,29.0528925
LA TIENDITA DE TODO UN POCO,462112,4621,True,8,2,5,2.9,False,True,8,2510875.203860158,0.07940460834666374,False,10.0,C,8,False,False,False,2,5,4.845880921669333,94.72378393922305,D1,LA TIENDITA DE TODO UN POCO,-110.93259354,29.00532901
MINI SUPER LAS MINITAS,462112,4621,True,8,2,5,2.9,False,True,8,2510875.391604123,0.07940386656072773,False,10.0,C,8,False,False,False,2,5,4.845880773312145,94.72377072181713,D1,MINI SUPER LAS MINITAS,-110.99509988000001,29.04649631
ABARREY ARBOLEDAS REF 3066,462111,4621,True,8,2,5,2.9,False,True,8,2510913.058275466,0.07925504363015534,False,10.0,C,8,False,False,False,2,5,4.845851008726031,94.72111894186556,D1,ABARREY ARBOLEDAS REF 3066,-110.93159173,29.00509441
MA SNACKS,462112,4621,True,8,2,5,2.9,False,True,8,2510925.4398159236,0.07920612353527368,False,10.0,C,8,False,False,False,2,5,4.845841224707055,94.72024726620147,D1,MA SNACKS,-110.97999531,29.03714186000002
EL VERGEL SUPER,462112,4621,True,8,2,5,2.9,False,True,8,2510927.700517147,0.07919719138997916,False,10.0,C,8,False,False,False,2,5,4.845839438277996,94.72008811005715,D1,EL VERGEL SUPER,-110.9433748,29.013044570000027
OXXO SUC 50TZ1 EL TRIUNFITO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510948.872836331,0.07911353848209957,False,10.0,C,8,False,False,False,2,5,4.84582270769642,94.71859755276762,D1,OXXO SUC 50TZ1 EL TRIUNFITO HMO,-110.97950839,29.03708605
ABARREY ALTARES II REF 3023,462111,4621,True,8,2,5,2.9,False,True,8,2510954.707669444,0.07909048476027247,False,10.0,C,8,False,False,False,2,5,4.845818096952054,94.71818677334592,D1,ABARREY ALTARES II REF 3023,-110.94349075,29.01342612000002
OXXO SUC 50WL2 PITAHAYA MADURA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510982.999035278,0.07897870413768882,False,10.0,C,8,False,False,False,2,5,4.845795740827538,94.71619502642359,D1,OXXO SUC 50WL2 PITAHAYA MADURA HMO,-110.97391343,29.033792220000024
OXXO SUC 501P9 GALA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2510996.157268715,0.07892671528941797,False,10.0,C,8,False,False,False,2,5,4.845785343057884,94.71526867061925,D1,OXXO SUC 501P9 GALA HMO,-110.92046708,28.99867373
7296 AS CEDIS HERMOSILLO,462112,4621,True,8,2,5,2.9,False,True,8,2511010.625710218,0.07886954974256843,False,10.0,C,8,False,False,False,2,5,4.845773909948513,94.71425007455694,D1,7296 AS CEDIS HERMOSILLO,-111.0556107,29.08756966
OXXO SUC 50SOD LOPEZ MATEOS HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511029.164927671,0.07879630035329321,False,10.0,C,8,False,False,False,2,5,4.8457592600706585,94.71294489086516,D1,OXXO SUC 50SOD LOPEZ MATEOS HMO,-110.96435119,29.02802021999998
SIX EL JET,462112,4621,True,8,2,5,2.9,False,True,8,2511033.6101407697,0.07877873709068561,False,10.0,C,8,False,False,False,2,5,4.845755747418138,94.7126319424003,D1,SIX EL JET,-111.05140298,29.08508731999999
OXXO SUC 50KOW REAL DEL CARMEN HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511038.3213761547,0.07876012276052058,False,10.0,C,8,False,False,False,2,5,4.845752024552104,94.71230026563948,D1,OXXO SUC 50KOW REAL DEL CARMEN HMO,-111.00512575,29.05490514999997
OXXO SUC 50ITE INTERNACIONAL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511066.0843112264,0.0786504299947044,False,10.0,C,8,False,False,False,2,5,4.845730085998941,94.71034572089215,D1,OXXO SUC 50ITE INTERNACIONAL HMO,-110.96025759,29.02574071
OXXO SUC 50DPU DEL SOL HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511068.812701807,0.07863964998501727,False,10.0,C,8,False,False,False,2,5,4.845727929997003,94.71015363884227,D1,OXXO SUC 50DPU DEL SOL HMO,-110.96025416,29.02576924
ABARREY LIBERTAD REF 3040,462111,4621,True,8,2,5,2.9,False,True,8,2511075.5745486873,0.07861293358473631,False,10.0,C,8,False,False,False,2,5,4.845722586716947,94.7096775965122,D1,ABARREY LIBERTAD REF 3040,-110.9718886,29.033504489999977
BODEGA AURRERA BOULEVARD LIBERTAD 4726,462111,4621,True,8,2,5,2.9,False,True,8,2511176.863441124,0.07821273602892531,False,10.0,C,8,False,False,False,2,5,4.845642547205785,94.70254673400935,D1,BODEGA AURRERA BOULEVARD LIBERTAD 4726,-110.96957534,29.0331251
OXXO SUC 50FXI VILLA HERMOSA HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511189.6816940433,0.07816209046093925,False,10.0,C,8,False,False,False,2,5,4.845632418092188,94.70164431325124,D1,OXXO SUC 50FXI VILLA HERMOSA HMO,-110.96955514,29.033256399999985
SUPER SALGADO,462111,4621,True,8,2,5,2.9,False,True,8,2511298.4724065927,0.07773225283304264,False,10.0,C,8,False,False,False,2,5,4.845546450566609,94.69398531339334,D1,SUPER SALGADO,-110.97963081,29.041108389999987
6737 WALDOS LIBERTAD,462111,4621,True,8,2,5,2.9,False,True,8,2511303.4610524345,0.07771254244008041,False,10.0,C,8,False,False,False,2,5,4.845542508488016,94.69363410659547,D1,6737 WALDOS LIBERTAD,-110.96694977,29.03282545000001
OXXO SUC 501FY RIVELLO HMO,462112,4621,True,8,2,5,2.9,False,True,8,2511310.7220572773,0.07768385384135046,False,10.0,C,8,False,False,False,2,5,4.845536770768271,94.69312292293141,D1,OXXO SUC 501FY RIVELLO HMO,-111.0335216,29.07654209
SUC 4226 GALA,462112,4621,True,8,2,5,2.9,False,True,8,2511311.6235910766,0.07768029183554459,False,10.0,C,8,False,False,False,2,5,4.8455360583671085,94.69305945384396,D1,SUC 4226 GALA,-110.92056652,29.00230555000002
ABARREY GALA REF 3024,462111,4621,True,8,2,5,2.9,False,True,8,2511316.0563746067,0.07766277768279317,False,10.0,C,8,False,False,False,2,5,4.8455325555365585,94.69274738043595,D1,ABARREY GALA REF 3024,-110.9206782,29.002429569999972
ABARREY AGUALURCA 3075,462111,4621,True,8,2,5,2.9,False,True,8,2511364.94044093,0.07746963425521614,False,10.0,C,8,False,False,False,2,5,4.845493926851043,94.68930588209248,D1,ABARREY AGUALURCA 3075,-110.91757197,29.00092599
